ID;Title;Family;Group;Type;Entity;IsCluster 
3598;Vasculitis(central nervous system);Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
3599;Blood grouping and crossmatching;Technology;Know-how;Technique;Investigative techniques;False
3600;Thromboangiitis obliterans;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
3601;Dendritic cells;Nature;Bodies;Life component;Cells;False
3602;Dendritic cells(follicular);Nature;Bodies;Life component;Cells;False
3603;Nicotinic agonists;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3604;Cathepsin g;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3605;Aquatic organisms;Nature;Bodies;Organism;Organism forms;False
3606;Travel-related illness;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
3607;Acylation;Nature;Phenomena;Biological phenomenon;Metabolism;False
3608;Pipecuronium;Nature;Bodies;Molecule;Heterocyclic compounds;False
3609;Ajmaline;Nature;Bodies;Molecule;Heterocyclic compounds;False
3610;Tricuspid valve insufficiency;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
3611;Microtomy;Technology;Know-how;Technique;Investigative techniques;False
3612;Glutamates;Nature;Bodies;Molecule;Amino acids(peptides);False
3613;Gliotoxin;Nature;Bodies;Molecule;Heterocyclic compounds;False
3614;Casein kinase ialpha;Nature;Bodies;Molecule;Amino acids(peptides);False
3615;Aquaporins;Nature;Bodies;Molecule;Amino acids(peptides);False
3616;Betalains;Nature;Bodies;Molecule;Organic chemicals;False
3617;Glucocorticoids;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3618;Vulvitis;Nature;Phenomena;Biological phenomenon;Female urogenital diseases and pregnancy complications;False
3619;Urachal cyst;Nature;Phenomena;Biological phenomenon;Neoplasms;False
3620;Pectins;Nature;Bodies;Molecule;Carbohydrates;False
3621;Streptogramin b;Nature;Bodies;Molecule;Amino acids(peptides);False
3622;Arthritis(psoriatic);Nature;Phenomena;Biological phenomenon;Musculoskeletal diseases;False
3623;Dacryocystorhinostomy;Technology;Know-how;Procedure;Surgical procedures(operative);False
3624;Acanthamoeba keratitis;Nature;Phenomena;Biological phenomenon;Parasitic diseases;False
3625;Nonheme iron proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3626;Hla-dr2 antigen;Nature;Bodies;Molecule;Amino acids(peptides);False
3627;Pulmonary gas exchange;Nature;Phenomena;Biological phenomenon;Circulatory and respiratory physiological phenomena;False
3628;Carnitine o-acetyltransferase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3629;Hazardous waste;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3630;Antibodies(bispecific);Nature;Bodies;Molecule;Amino acids(peptides);False
3631;Paleontology;Science;Disciplines;;;False
3632;Omasum;Nature;Bodies;Life component;Animal structures;False
3633;Williams syndrome;Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
3634;Prophylactic mastectomy;Technology;Know-how;Procedure;Surgical procedures(operative);False
3635;Dysentery(bacillary);Nature;Phenomena;Biological phenomenon;Digestive system diseases;False
3636;Pregnancy tests(immunologic);Technology;Know-how;Process;Diagnosis;False
3637;Gymnastics;Nature;Phenomena;;;False
3638;Acrosin;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3639;Adenine nucleotide translocator 3;Nature;Bodies;Molecule;Amino acids(peptides);False
3640;Positive regulatory domain i-binding factor 1;Nature;Bodies;Molecule;Amino acids(peptides);False
3641;Rats(inbred strains);Nature;Bodies;Organism;Eukaryota;False
3642;Trifluridine;Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
3643;Cytochrome p-450 cyp2d6 inducers;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3644;Fungal polysaccharides;Technology;Manufactured chemicals;Molecule;Biological factors;False
3645;Felypressin;Nature;Bodies;Molecule;Hormones(hormone substitutes);False
3646;Glycocholic acid;Nature;Bodies;Molecule;Polycyclic compounds;False
3647;Peroxisome proliferators;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3648;Beta-arrestins;Nature;Bodies;Molecule;Amino acids(peptides);False
3649;Massage;Technology;Know-how;Treatment;Therapeutics;False
3650;Mutagenesis(insertional);Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
3651;Temperance movement;Nature;Phenomena;;;False
3652;2-pyridinylmethylsulfinylbenzimidazoles;Nature;Bodies;Molecule;Organic chemicals;False
3653;Lysine carboxypeptidase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3654;Leptospira interrogans serovar icterohaemorrhagiae;Nature;Bodies;Organism;Bacteria;False
3655;Soybean proteins;Nature;Phenomena;Biological phenomenon;Physiological phenomena;False
3656;Adenosine diphosphate glucose;Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
3657;Herpesvirus 1(ranid);Nature;Bodies;Organism;Viruses;False
3658;Eukaryotic initiation factors;Nature;Bodies;Molecule;Amino acids(peptides);False
3659;Chromosomes(human);Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
3660;Apoptosomes;Nature;Bodies;Molecule;Macromolecular substances;False
3661;Suppuration;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
3662;Cytochrome p-450 cyp2d6;Nature;Bodies;Molecule;Amino acids(peptides);False
3663;Mitochondrial proton-translocating atpases;Nature;Bodies;Molecule;Amino acids(peptides);False
3664;Giant cells(langhans);Nature;Bodies;Life component;Cells;False
3665;Arbovirus infections;Nature;Phenomena;Biological phenomenon;Virus diseases;False
3666;Carboprost;Technology;Manufactured chemicals;Molecule;Biological factors;False
3667;Metrizoic acid;Nature;Bodies;Molecule;Organic chemicals;False
3668;Solitary kidney;Nature;Phenomena;Biological phenomenon;Male urogenital diseases;False
3669;Leukoencephalitis(acute hemorrhagic);Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
3670;Pleurodeles;Nature;Bodies;Organism;Eukaryota;False
3671;Prostaglandin-e synthases;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3672;Geniculate bodies;Nature;Bodies;Life component;Nervous system;False
3673;Epilepsy(temporal lobe);Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
3674;Soxe transcription factors;Nature;Bodies;Molecule;Amino acids(peptides);False
3675;Perioperative period;Technology;Know-how;Procedure;Surgical procedures(operative);False
3676;Receptor(angiotensin);Nature;Bodies;Molecule;Amino acids(peptides);False
3677;Porifera;Nature;Bodies;Organism;Eukaryota;False
3678;Cytochromes c6;Nature;Bodies;Molecule;Amino acids(peptides);False
3679;Fatigue syndrome(chronic);Nature;Phenomena;Biological phenomenon;Virus diseases;False
3680;Receptors(endothelin);Nature;Bodies;Molecule;Amino acids(peptides);False
3681;Operator regions(genetic);Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
3682;Thiamine pyrophosphatase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3683;Foot diseases;Nature;Phenomena;Biological phenomenon;Musculoskeletal diseases;False
3684;Neuropeptide y;Nature;Bodies;Molecule;Amino acids(peptides);False
3685;Lipoproteins(ldl);Nature;Bodies;Molecule;Lipids;False
3686;Butyric acid;Nature;Bodies;Molecule;Organic chemicals;False
3687;Medical waste;Technology;Manufactured chemicals;Molecule;Complex mixtures;False
3688;Piscirickettsia;Nature;Bodies;Organism;Bacteria;False
3689;Dicamba;Nature;Bodies;Molecule;Organic chemicals;False
3690;Ganglia(parasympathetic);Nature;Bodies;Life component;Nervous system;False
3691;Oxidative phosphorylation coupling factors;Nature;Bodies;Molecule;Amino acids(peptides);False
3692;Positive-pressure respiration;Technology;Know-how;Treatment;Therapeutics;False
3693;Social work(psychiatric);Science;Disciplines;;;False
3694;Sexual abstinence;Nature;Phenomena;Psychological phenomenon;Behavior and behavior mechanisms;False
3695;Acetrizoic acid;Nature;Bodies;Molecule;Organic chemicals;False
3696;Electroretinography;Technology;Know-how;Process;Diagnosis;False
3697;Fructose-bisphosphate aldolase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3698;Alopecia areata;Nature;Phenomena;Biological phenomenon;Skin and connective tissue diseases;False
3699;Empyema(tuberculous);Nature;Phenomena;Biological phenomenon;Bacterial infections and mycoses;False
3700;Psychophysiology;Nature;Phenomena;;;False
3701;Esomeprazole;Nature;Bodies;Molecule;Organic chemicals;False
3702;Fenoterol;Nature;Bodies;Molecule;Organic chemicals;False
3703;Synaptogyrins;Nature;Bodies;Molecule;Amino acids(peptides);False
3704;Nuclear receptor subfamily 1(group d);Nature;Bodies;Molecule;Amino acids(peptides);False
3705;Keratin-2;Nature;Bodies;Molecule;Macromolecular substances;False
3706;2-oxoisovalerate dehydrogenase (acylating);Nature;Bodies;Molecule;Enzymes and coenzymes;False
3707;Thrombasthenia;Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
3708;Levofloxacin;Nature;Bodies;Molecule;Heterocyclic compounds;False
3709;Arrestins;Nature;Bodies;Molecule;Amino acids(peptides);False
3710;A kinase anchor proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3711;14-3-3 proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3712;5-lipoxygenase-activating proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3713;Breath holding;Nature;Phenomena;Biological phenomenon;Circulatory and respiratory physiological phenomena;False
3714;Sulfonylurea receptors;Nature;Bodies;Molecule;Amino acids(peptides);False
3715;Collagenases;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3716;Dna(catenated);Nature;Phenomena;;;False
3717;Electric organ;Nature;Bodies;Life component;Animal structures;False
3718;Toll-like receptor 5;Nature;Bodies;Molecule;Amino acids(peptides);False
3719;Suture anchors;Technology;Manufactured objects;;;False
3720;Protein denaturation;Technology;Know-how;Technique;Investigative techniques;False
3721;Hla-b18 antigen;Technology;Manufactured chemicals;Molecule;Biological factors;False
3722;Mannheimia;Nature;Bodies;Organism;Bacteria;False
3723;Calcimycin;Nature;Bodies;Molecule;Heterocyclic compounds;False
3724;Chagas cardiomyopathy;Nature;Phenomena;Biological phenomenon;Parasitic diseases;False
3725;Influenza a virus(h7n9 subtype);Nature;Bodies;Organism;Viruses;False
3726;Mesembryanthemum;Nature;Bodies;Organism;Eukaryota;False
3727;Apolipoprotein e3;Nature;Bodies;Molecule;Lipids;False
3728;Lauric acids;Nature;Bodies;Molecule;Lipids;False
3729;Pica;Nature;Phenomena;Psychological phenomenon;Mental disorders;False
3730;Acenaphthenes;Nature;Bodies;Molecule;Polycyclic compounds;False
3731;Abrin;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3732;Msx1 transcription factor;Nature;Bodies;Molecule;Amino acids(peptides);False
3733;Encephalomyelitis(eastern equine);Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
3734;Dyskeratosis congenita;Nature;Phenomena;Biological phenomenon;Skin and connective tissue diseases;False
3735;Thyrotrophs;Nature;Bodies;Life component;Cells;False
3736;Blood coagulation disorders;Nature;Phenomena;Biological phenomenon;Hemic and lymphatic diseases;False
3737;Rna(ribosomal);Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
3738;Jaw;Nature;Bodies;Life component;Musculoskeletal system;False
3739;Janus kinases;Nature;Bodies;Molecule;Amino acids(peptides);False
3740;Pristinamycin;Nature;Bodies;Molecule;Amino acids(peptides);False
3741;Gentisates;Nature;Bodies;Molecule;Organic chemicals;False
3742;Livedo reticularis;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
3743;Electronic nose;Technology;Manufactured objects;;;False
3744;Escherichia;Nature;Bodies;Organism;Bacteria;False
3745;Giant cell arteritis;Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
3746;Paraffin embedding;Technology;Know-how;Process;Diagnosis;False
3747;Postmenopause;Nature;Phenomena;Biological phenomenon;Reproductive and urinary physiological phenomena;False
3748;Bk virus;Nature;Bodies;Organism;Viruses;False
3749;Organ of corti;Nature;Bodies;Life component;Sense organs;False
3750;Felis;Nature;Bodies;Organism;Eukaryota;False
3751;Enterocolitis(necrotizing);Nature;Phenomena;Biological phenomenon;Digestive system diseases;False
3752;Argininosuccinic aciduria;Nature;Phenomena;Biological phenomenon;Nutritional and metabolic diseases;False
3753;Luffa;Nature;Bodies;Organism;Eukaryota;False
3754;Trichomonas vaginitis;Nature;Phenomena;Biological phenomenon;Parasitic diseases;False
3755;Adenoma(basophil);Nature;Phenomena;Biological phenomenon;Neoplasms;False
3756;Chemexfoliation;Technology;Know-how;Treatment;Therapeutics;False
3757;Felidae;Nature;Bodies;Organism;Eukaryota;False
3758;Adaptor proteins(signal transducing);Nature;Bodies;Molecule;Amino acids(peptides);False
3759;Rap gtp-binding proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3760;Pharmacogenomic testing;Technology;Know-how;Technique;Investigative techniques;False
3761;Tomography(emission-computed);Technology;Know-how;Process;Diagnosis;False
3762;Granulomatosis(orofacial);Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
3763;Electrical equipment and supplies;Technology;Manufactured objects;;;False
3764;Nucleoside q;Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
3765;Cyclin-dependent kinase 9;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3766;Granuloma;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
3767;Gata3 transcription factor;Nature;Bodies;Molecule;Amino acids(peptides);False
3768;Alpha-fetoproteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3769;Aeromonadales;Nature;Bodies;Organism;Bacteria;False
3770;Treatment refusal;Nature;Phenomena;Psychological phenomenon;Behavior and behavior mechanisms;False
3771;Endopeptidase k;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3772;Autoimmunity;Nature;Phenomena;Biological phenomenon;Immune system phenomena;False
3773;Ionic liquids;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3774;Meninges;Nature;Bodies;Life component;Nervous system;False
3775;Parasitic sensitivity tests;Technology;Know-how;Process;Diagnosis;False
3776;Human migration;Science;Disciplines;;;False
3777;Amoxicillin-potassium clavulanate combination;Nature;Bodies;Molecule;Organic chemicals;False
3778;Talc;Nature;Bodies;Molecule;Inorganic chemicals;False
3779;Thiamine monophosphate;Nature;Bodies;Molecule;Organic chemicals;False
3780;Potassium iodide;Nature;Bodies;Molecule;Inorganic chemicals;False
3781;Antidepressive agents;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
3782;Apc6 subunit(anaphase-promoting complex-cyclosome);Nature;Bodies;Molecule;Enzymes and coenzymes;False
3783;Receptors(kir);Nature;Bodies;Molecule;Amino acids(peptides);False
3784;Sacrum;Nature;Bodies;Life component;Musculoskeletal system;False
3785;Complement c3d;Nature;Bodies;Molecule;Amino acids(peptides);False
3786;Technetium tc 99m diethyl-iminodiacetic acid;Nature;Bodies;Molecule;Organic chemicals;False
3787;Myeloma proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
3788;Stroke(lacunar);Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
3789;Arachidonate 5-lipoxygenase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
3790;Beta karyopherins;Nature;Bodies;Molecule;Amino acids(peptides);False
3791;Duboisia;Nature;Bodies;Organism;Eukaryota;False
3792;Oxypurinol;Nature;Bodies;Molecule;Heterocyclic compounds;False
3793;Rna(transfer);Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
